STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Grocery Chain
MOROLEON FOODS #2 INC.,1801622.0,314329.0,3025.0,B,4257 S ROCKWELL ST,60632.0,BRIGHTON PARK,58.0,12.0,17031580700.0,170316000000000.0,1159787.497,1876115.055,41.81577112,-87.6893859,"(41.8157711158, -87.6893858973)",0
SUPERMERCADO GUERRERO,2042000.0,354339.0,3800.0,B,3100 W CERMAK RD,60623.0,SOUTH LAWNDALE,30.0,24.0,17031841700.0,170318000000000.0,1156013.488,1889256.046,41.85190837,-87.70287599,"(41.8519083675, -87.702875989)",0
STOP & GO FOOD MART,26776.0,11123.0,3250.0,B,1622 W MONTEREY AVE,60643.0,MORGAN PARK,75.0,34.0,17031750600.0,170318000000000.0,1167414.121,1830185.843,41.68957477,-87.66272315,"(41.6895747692, -87.6627231456)",0
ALDI INC #92,13996.0,5273.0,19410.0,A,620 W 63RD ST,60621.0,ENGLEWOOD,68.0,16.0,17031680900.0,170317000000000.0,1173102.904,1863153.862,41.77992005,-87.64092551,"(41.7799200473, -87.6409255107)",1
FIRST CHOICE MARKET,1969290.0,342952.0,10000.0,A,3019 E 91ST ST,60617.0,SOUTH CHICAGO,46.0,10.0,17031461000.0,170315000000000.0,1197964.097,1845167.181,41.72997787,-87.55038259,"(41.7299778712, -87.5503825944)",0
KORDIAN'S MARKET,28114.0,11448.0,4610.0,B,6332 W HIGGINS AVE,60630.0,JEFFERSON PARK,11.0,45.0,17031110300.0,170311000000000.0,1132925.716,1934312.961,41.97598405,-87.78656131,"(41.9759840467, -87.7865613104)",0
"DOMINICK'S Finer Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W FULLERTON AVE,60614.0,LINCOLN PARK,7.0,43.0,17031071100.0,170311000000000.0,1169257.276,1916091.025,41.92526828,-87.65348756,"(41.9252682757, -87.6534875641)",1
ALDI INC #06,13978.0,5273.0,14000.0,A,5001 N PULASKI RD,60630.0,ALBANY PARK,14.0,39.0,17031140302.0,170311000000000.0,1148863.367,1932961.419,41.97198122,-87.7279869,"(41.9719812207, -87.7279868979)",1
ALL STAR FOOD & LIQUOR,1922124.0,319069.0,4200.0,B,2911 S ARCHER AVE,60608.0,BRIDGEPORT,60.0,11.0,17031600700.0,170316000000000.0,1168263.567,1885550.366,41.84148404,-87.65802198,"(41.8414840391, -87.6580219776)",0
SHOP WISE FOOD,1334440.0,259101.0,6000.0,B,316 W 103RD ST,60628.0,ROSELAND,49.0,9.0,17031490700.0,170315000000000.0,1175916.552,1836666.923,41.70717395,-87.63140242,"(41.7071739515, -87.6314024214)",0
"H & A FOOD MARKET, INC.",1379268.0,217567.0,2500.0,B,1007 W 63RD ST,60621.0,ENGLEWOOD,68.0,16.0,17031681000.0,170317000000000.0,1170635.734,1863004.589,41.77956458,-87.64997484,"(41.7795645849, -87.6499748357)",0
GEMELOS FOOD/ CHECK CASHING SERVICES,1045757.0,203580.0,6600.0,B,4300 S MOZART ST,60632.0,BRIGHTON PARK,58.0,14.0,17031580502.0,170316000000000.0,1158040.549,1875978.451,41.815432,-87.69579779,"(41.815432001, -87.69579779)",0
ALDI #32,1975885.0,5273.0,16924.0,A,1840 N CLYBOURN AVE,60614.0,LINCOLN PARK,7.0,32.0,17031832600.0,170318000000000.0,1168978.244,1912136.792,41.91442371,-87.65462784,"(41.9144237141, -87.654627843)",1
SUPERIOR NUT & CANDY  CO.I INC.,1122087.0,26728.0,10005.0,A,1111 W 40TH ST,60609.0,NEW CITY,61.0,11.0,17031842600.0,170318000000000.0,1169479.083,1878079.696,41.82095749,-87.65377832,"(41.820957494, -87.6537783218)",0
LA PERLA TAPATIA BAKERY,1698.0,85292.0,3000.0,B,4214 W NORTH AVE,60639.0,HUMBOLDT PARK,23.0,30.0,17031230500.0,170312000000000.0,1147938.538,1910338.451,41.90991975,-87.73197126,"(41.909919754, -87.731971257)",0
"RIO GRANDE FRUIT MARKET, INC.",1042285.0,201574.0,3750.0,B,3501 W NORTH AVE,60647.0,HUMBOLDT PARK,23.0,26.0,17031230800.0,170312000000000.0,1152725.357,1910369.204,41.90991071,-87.71438551,"(41.9099107051, -87.7143855102)",0
MIARA'S CONT'L PASTRY DELI INC,10400.0,4623.0,5000.0,B,7051 W ADDISON ST,60634.0,DUNNING,17.0,36.0,17031171000.0,170312000000000.0,1128545.078,1923079.509,41.94523382,-87.80292664,"(41.9452338231, -87.8029266385)",0
J AND P FINER FOODS,1567.0,299.0,4500.0,B,3501 W MONTROSE AVE,60618.0,IRVING PARK,16.0,33.0,17031160501.0,170312000000000.0,1152248.065,1928979.616,41.96098859,-87.71564632,"(41.9609885935, -87.7156463163)",0
NEIL'S FOOD,1998505.0,221849.0,3500.0,B,7749 S HALSTED ST,60620.0,AUBURN GRESHAM,71.0,17.0,17031710100.0,170317000000000.0,1172356.949,1853275.989,41.75283042,-87.64395052,"(41.7528304183, -87.6439505248)",0
CHICAGO FOOD CORP,1169745.0,11429.0,10000.0,A,5800 N PULASKI RD,60646.0,NORTH PARK,13.0,39.0,17031130200.0,170311000000000.0,1148643.522,1938042.388,41.98592799,-87.72866342,"(41.9859279924, -87.7286634185)",0
JEWEL FOOD STORE #3443,1323.0,259.0,25356.0,A,5343 N BROADWAY,60640.0,EDGEWATER,77.0,48.0,17031030703.0,170310000000000.0,1167382.759,1935813.542,41.97942825,-87.65980585,"(41.9794282549, -87.6598058547)",0
JEWEL FOOD STORE #3470,1382.0,259.0,24815.0,A,3570 N ELSTON AVE,60618.0,AVONDALE,21.0,35.0,17031831100.0,170318000000000.0,1154304.814,1923553.343,41.9460576,-87.70823011,"(41.946057604, -87.7082301098)",0
5659 W. DIVERSEY,1575023.0,277375.0,4000.0,B,5659 W DIVERSEY AVE,60639.0,BELMONT CRAGIN,19.0,30.0,17031190602.0,170312000000000.0,1137914.081,1918001.654,41.9311354,-87.76861213,"(41.9311354035, -87.7686121306)",0
MACIAS PRODUCE INC.,1648017.0,297549.0,7000.0,B,8933 S COMMERCIAL AVE,60617.0,SOUTH CHICAGO,46.0,10.0,17031833900.0,170318000000000.0,1197739.28,1846169.38,41.73273359,-87.55117278,"(41.7327335949, -87.5511727836)",0
DILILAH GROCERY,1986580.0,346168.0,3125.0,B,1759 W 21ST ST,60608.0,LOWER WEST SIDE,31.0,25.0,17031310800.0,170313000000000.0,1164727.487,1890072.173,41.85396788,-87.67087019,"(41.8539678804, -87.6708701882)",0
DOMINICK'S # 304/2304,41617.0,5033.0,10001.0,A,2550 N CLYBOURN AVE,60614.0,LINCOLN PARK,7.0,32.0,17031070700.0,170311000000000.0,1163869.571,1916997.688,41.92787172,-87.67325881,"(41.9278717231, -87.6732588146)",1
OUTLET KINGDOM,2054475.0,356046.0,4000.0,B,3449 S HALSTED ST,60608.0,BRIDGEPORT,60.0,11.0,17031839700.0,170318000000000.0,1171577.641,1881783.379,41.83107494,-87.64597111,"(41.8310749437, -87.6459711122)",0
LA INTERNATIONAL,57700.0,18542.0,3000.0,B,4301 S ARCHER AVE,60632.0,BRIGHTON PARK,58.0,14.0,17031580502.0,170316000000000.0,1156338.846,1875918.037,41.81530069,-87.7020416,"(41.8153006937, -87.7020416008)",0
PETE'S PRODUCE,1448266.0,271341.0,10000.0,A,1411 W 87TH ST,60620.0,AUBURN GRESHAM,71.0,21.0,17031711400.0,170317000000000.0,1168376.322,1847018.231,41.73574485,-87.65871771,"(41.7357448514, -87.6587177057)",0
"CALMA OPTIMAL DELI, INC.",1991322.0,346718.0,3000.0,B,5155 W ADDISON ST,60641.0,PORTAGE PARK,15.0,38.0,17031151001.0,170312000000000.0,1141134.009,1923401.79,41.9458951,-87.75664585,"(41.9458951009, -87.7566458523)",0
HARBOR MARKET,44759.0,16473.0,4200.0,B,155 N HARBOR DR,60601.0,LOOP,32.0,42.0,17031320100.0,170313000000000.0,1179690.183,1901410.339,41.88475054,-87.61560396,"(41.8847505385, -87.6156039565)",0
"SWEQI FOOD MART, INC.",2055024.0,356315.0,2600.0,B,4100 W NORTH AVE,60639.0,HUMBOLDT PARK,23.0,30.0,17031230500.0,170312000000000.0,1148781.236,1910359.363,41.90996088,-87.72887496,"(41.9099608832, -87.7288749604)",0
WALLY'S MARKET INC,72825.0,21938.0,33000.0,A,6601 W IRVING PARK RD,60634.0,DUNNING,17.0,38.0,17031170300.0,170312000000000.0,1131673.891,1925827.774,41.95272166,-87.79136221,"(41.9527216579, -87.7913622126)",0
SAVEWAY FOOD,1594450.0,290756.0,3000.0,B,313 E 43RD ST,60653.0,GRAND BOULEVARD,38.0,3.0,17031835800.0,170318000000000.0,1178918.696,1876526.87,41.81648632,-87.61919683,"(41.8164863247, -87.6191968314)",0
CARNICERIA&FRUTERIA EL MITOTE,49322.0,17160.0,4500.0,B,4459 W BELMONT AVE,60641.0,HERMOSA,20.0,31.0,17031200100.0,170312000000000.0,1145834.315,1920855.404,41.93881951,-87.7394338,"(41.9388195147, -87.7394338028)",0
LEMEN SUN CORP.,28022.0,11427.0,3600.0,B,2832 S WENTWORTH AVE,60616.0,ARMOUR SQUARE,34.0,11.0,17031340400.0,170313000000000.0,1175376.922,1885651.269,41.84160448,-87.6319155,"(41.8416044818, -87.6319155034)",0
SUPER DOLLAR DISCOUNT,2032403.0,353027.0,3500.0,B,4801 S ASHLAND AVE,60609.0,NEW CITY,61.0,20.0,17031611200.0,170316000000000.0,1166523.008,1872858.618,41.80669392,-87.66477165,"(41.8066939242, -87.6647716526)",0
SAVE-A-LOT  #862,1353496.0,216203.0,14800.0,A,4701 S COTTAGE GROVE AVE,60615.0,KENWOOD,39.0,4.0,17031390400.0,170314000000000.0,1182423.862,1874006.379,41.80948925,-87.60641743,"(41.8094892465, -87.6064174294)",0
TREASURE ISLAND FOODS,1307.0,85291.0,10001.0,A,1639 N WELLS ST,60614.0,LINCOLN PARK,7.0,43.0,17031071500.0,170311000000000.0,1174435.98,1911410.983,41.9123118,-87.63459886,"(41.9123117952, -87.6345988555)",0
"OGIES FOOD, INC",26972.0,11210.0,10001.0,A,2600 W LITHUANIAN PLAZA CT,60629.0,CHICAGO LAWN,66.0,15.0,17031660900.0,170317000000000.0,1160212.869,1858843.112,41.76836584,-87.68830091,"(41.7683658358, -87.6883009077)",0
SUPERMERCADO EL GUERO #10 INC,39978.0,10046.0,10001.0,A,4023 S ARCHER AVE,60632.0,BRIGHTON PARK,58.0,12.0,17031580600.0,170316000000000.0,1158673.073,1877860.268,41.82058304,-87.69342617,"(41.8205830407, -87.693426166)",0
TRADER JOE'S,1991799.0,211718.0,15000.0,A,3745 N LINCOLN AVE,60613.0,NORTH CENTER,5.0,47.0,17031050600.0,170311000000000.0,1163151.375,1925042.094,41.94996117,-87.67567113,"(41.9499611711, -87.6756711293)",1
DOMINICK'S,1969836.0,5033.0,59488.0,A,6623 N DAMEN AVE,60645.0,WEST RIDGE,2.0,50.0,17031020500.0,170310000000000.0,1161793.538,1944077.421,42.00222338,-87.68012883,"(42.0022233751, -87.680128828)",1
ALDI'S #08,1743166.0,5273.0,16890.0,A,7333 S STATE ST,60619.0,GREATER GRAND CROSSING,69.0,6.0,17031691000.0,170317000000000.0,1177594.904,1856252.26,41.76088087,-87.62466578,"(41.760880872, -87.6246657846)",1
ALDI,1959623.0,5273.0,15680.0,A,6221 N BROADWAY,60660.0,EDGEWATER,77.0,49.0,17031030103.0,170310000000000.0,1167209.184,1941564.023,41.99521146,-87.66027799,"(41.9952114602, -87.6602779929)",1
FAIRPLAY FOODS INC,10947.0,86481.0,18500.0,A,2323 W 111TH ST,60643.0,MORGAN PARK,75.0,19.0,17031750500.0,170318000000000.0,1162749.757,1830916.867,41.6916792,-87.67977917,"(41.691679204, -87.6797791725)",0
HILLTOP LIQUORS MART,788.0,148.0,3200.0,B,10259 S MICHIGAN AVE,60628.0,ROSELAND,49.0,9.0,17031490800.0,170315000000000.0,1179014.457,1836719.354,41.70724797,-87.62005636,"(41.7072479748, -87.620056364)",0
BIG APPLE FINER FOODS INC,4900.0,3297.0,9000.0,B,2345 N CLARK ST,60614.0,LINCOLN PARK,7.0,43.0,17031071400.0,170311000000000.0,1172948.706,1916010.492,41.92496618,-87.63992602,"(41.9249661791, -87.639926019)",0
AVENUE FOOD MAR INC,1246771.0,20727.0,18000.0,A,6850 W BELMONT AVE,60634.0,DUNNING,17.0,36.0,17031171000.0,170312000000000.0,1129966.481,1920538.73,41.93823738,-87.79776035,"(41.938237376, -87.7977603483)",0
FRESH FARMS INTERNATIONAL,30144.0,12018.0,9500.0,B,2626 W DEVON AVE,60659.0,WEST RIDGE,2.0,50.0,17031020602.0,170310000000000.0,1157511.176,1942409.793,41.99773591,-87.69592888,"(41.9977359091, -87.6959288805)",0
LAKE VIEW FOODS INC,2055.0,408.0,3100.0,B,4106 N SHERIDAN RD,60613.0,UPTOWN,3.0,46.0,17031032100.0,170310000000000.0,1168818.567,1927666.092,41.9570403,-87.65476289,"(41.9570402995, -87.6547628922)",0
THE CELLAR,1574603.0,286737.0,5000.0,B,3106 N HARLEM AVE,60634.0,DUNNING,17.0,36.0,17031170900.0,170312000000000.0,1127497.707,1919931.539,41.93661313,-87.80684752,"(41.9366131328, -87.8068475211)",0
MARIANO'S FRESH MARKET #8507,2163771.0,360006.0,,A,5353 N ELSTON AVE,60630.0,JEFFERSON PARK,11.0,45.0,17031110100.0,170311000000000.0,1140915.424,1935358.818,41.97871026,-87.75715377,"(41.97871026, -87.75715377)",0
RAINBOW GROCERY,61801.0,19562.0,2500.0,B,2003 W 69TH ST,60636.0,WEST ENGLEWOOD,67.0,17.0,17031671500.0,170317000000000.0,1164163.509,1858859.406,41.76832833,-87.67381938,"(41.7683283348, -87.673819384)",0
"CARNICERIA LA HACIENDA, INC.",1492826.0,276948.0,4000.0,B,3459 W 59TH ST,60629.0,CHICAGO LAWN,66.0,16.0,17031660400.0,170317000000000.0,1154081.818,1865232.912,41.7860244,-87.71060478,"(41.786024401, -87.7106047774)",0
CICERO DELI INC.,20884.0,8639.0,3600.0,B,3206 N CICERO AVE,60641.0,PORTAGE PARK,15.0,30.0,17031151002.0,170312000000000.0,1143769.203,1920923.968,41.93904667,-87.74702197,"(41.93904667, -87.7470219655)",0
K BUENA,1999075.0,65396.0,3500.0,B,4322 W MARQUETTE RD,60629.0,WEST LAWN,65.0,13.0,17031650301.0,170317000000000.0,1148569.657,1859858.282,41.77138332,-87.73095337,"(41.7713833198, -87.7309533689)",0
JEWEL FOOD STORE #3210,1333.0,259.0,23845.0,A,1210 N CLARK ST,60610.0,NEAR NORTH SIDE,8.0,42.0,17031080202.0,170311000000000.0,1175275.323,1908485.463,41.90426523,-87.63160329,"(41.9042652283, -87.6316032946)",0
NANCY FOODS INC,79959.0,23327.0,2500.0,B,12315 S STATE ST,60628.0,WEST PULLMAN,53.0,9.0,17031530600.0,170315000000000.0,1178520.748,1823233.633,41.6702524,-87.62227196,"(41.6702523999, -87.6222719562)",0
WINDY CITY INC,24289.0,9833.0,4225.0,B,324 S CICERO AVE,60644.0,AUSTIN,25.0,24.0,17031252202.0,170313000000000.0,1144408.893,1897932.784,41.87594436,-87.74525023,"(41.8759443554, -87.7452502275)",0
ONE STOP FOOD & LIQUOR STORE,1094.0,205.0,58000.0,A,4301 S LAKE PARK AVE,60653.0,KENWOOD,39.0,4.0,17031390100.0,170314000000000.0,1184507.886,1876712.039,41.81686515,-87.59868884,"(41.8168651481, -87.5986888442)",0
D & A FOOD & LIQUOR,46444.0,7945.0,5500.0,B,1601 W GARFIELD BLVD,60636.0,WEST ENGLEWOOD,67.0,15.0,17031670300.0,170317000000000.0,1166596.816,1868070.927,41.79355436,-87.66463755,"(41.793554363, -87.6646375512)",0
ULTRA FOODS,1741082.0,308026.0,87600.0,A,3250 W 87TH ST,60652.0,ASHBURN,70.0,18.0,17031700402.0,170317000000000.0,1156151.776,1846754.041,41.73527409,-87.70351128,"(41.7352740895, -87.7035112835)",1
PETE'S FRESH SUPERMARKET,1771242.0,312119.0,75000.0,A,2526 W CERMAK RD,60608.0,SOUTH LAWNDALE,30.0,28.0,17031840700.0,170318000000000.0,1159779.467,1889354.072,41.85210065,-87.68905111,"(41.8521006532, -87.6890511106)",0
CARNICERIA GUANAJUATO #3,2060960.0,357299.0,9000.0,B,3132 N CALIFORNIA AVE,60618.0,AVONDALE,21.0,33.0,17031210800.0,170312000000000.0,1157122.784,1920845.308,41.93856972,-87.69794595,"(41.9385697153, -87.6979459455)",0
MINI MERCADO LA BETANIA,33473.0,3205.0,2640.0,B,2800 S TRIPP AVE,60623.0,SOUTH LAWNDALE,30.0,22.0,17031301803.0,170313000000000.0,1148469.253,1885006.799,41.84039654,-87.73067501,"(41.8403965367, -87.7306750125)",0
JERUSALEM LIQUORS,440.0,80.0,4500.0,B,3133 W LAWRENCE AVE,60625.0,ALBANY PARK,14.0,33.0,17031140800.0,170311000000000.0,1154472.835,1931680.141,41.9683547,-87.70739432,"(41.9683547002, -87.7073943249)",0
WALGREENS # 05192,1144217.0,147.0,,A,2924 E 92ND ST,60617.0,SOUTH CHICAGO,46.0,7.0,17031461000.0,170315000000000.0,1197293.218,1844562.952,41.72833654,-87.55286024,"(41.72833654, -87.55286024)",0
JEWEL FOOD STORE #3114,1388.0,259.0,20860.0,A,3128 W 103RD ST,60655.0,MOUNT GREENWOOD,74.0,19.0,17031740100.0,170317000000000.0,1157251.365,1836208.393,41.70631284,-87.69976712,"(41.7063128446, -87.6997671192)",0
WALGREENS #11410,1959845.0,7551.0,,A,1627 N PULASKI RD,60639.0,HUMBOLDT PARK,23.0,30.0,17031230400.0,170312000000000.0,1149504.572,1910639.095,41.91071448,-87.72621042,"(41.91071448, -87.72621042)",0
TIERRA CALIENTE MARKET,1769425.0,311388.0,3125.0,B,1402 N ASHLAND AVE,60622.0,WEST TOWN,24.0,1.0,17031241500.0,170312000000000.0,1165430.193,1909440.718,41.90710182,-87.66773966,"(41.9071018181, -87.6677396553)",0
QUALITY FOOD ON 71 ST INC,76481.0,22614.0,3000.0,B,2557 W 71ST ST,60629.0,CHICAGO LAWN,66.0,18.0,17031661000.0,170317000000000.0,1160309.134,1857439.332,41.76451168,-87.68798666,"(41.7645116769, -87.687986655)",0
JEWEL FOOD STORE #3302,1402.0,259.0,25431.0,A,3644 S ARCHER AVE,60609.0,MCKINLEY PARK,59.0,11.0,17031590500.0,170316000000000.0,1161644.385,1880433.811,41.8275839,-87.68245444,"(41.8275838968, -87.6824544425)",0
CERMAK PRODUCE,1770942.0,311980.0,17000.0,A,3311 W 26TH ST,60623.0,SOUTH LAWNDALE,30.0,22.0,17031840800.0,170318000000000.0,1154665.272,1886497.894,41.84436673,-87.70789805,"(41.8443667287, -87.7078980538)",0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,0
,,,, ,,,,,,,,,,,,,0
